style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
0,0.932546995945448,0.354773008027235,0.2128205128205127,0.976456785295268,0.2658914652918201,0.4552683855269405,0.2413385113764727,0.8390489154959238,,,,,,,,,,,,,,
1,0.6575221238938054,0.4145691810543088,0.925,0.5694117647058824,0.5724352594762547,0.7255593996585009,0.4295552919140775,0.8364495798319329,,,,,,,,,,,,,,
2,0.9100694444444444,0.4880768182336729,0.3176470588235294,0.9676190476190476,0.3848050280746274,0.5543508271109406,0.3477550091823139,0.8836999688764395,,,,,,,,,,,,,,
3,0.781549815498155,0.3637811017674695,0.82,0.7755334281650071,0.5039580373819625,0.7974480356058973,0.4424589884569864,0.8838794775636881,,,,,,,,,,,,,,
all,0.8917153284671533,0.3954255240526375,0.471157894736842,0.9316283716283716,0.4299311179250519,0.6624634534790615,0.372383585420332,0.8739447920500553,0.7823157894736842,0.011683427204868,0.9217585139318883,0.8916058394160583,0.3941621109422035,0.4661052631578946,0.931988011988012,0.4270816338763081,0.6590550937623839,0.3692904930931708,0.872847265015686,0.7743157894736843,0.0128851358824375,0.9193556869441775
