style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
0,0.9211205307777368,0.3333333333333333,0.3717948717948718,0.9546343371138052,0.3515151515151515,0.595758466979874,0.3101777927184735,0.8468683252609728,,,
2,0.8975694444444444,0.4340659340659341,0.5163398692810458,0.9346031746031747,0.4716417910447761,0.6946746583863943,0.4173181252511977,0.8813071895424837,,,
3,0.8179581795817958,0.415929203539823,0.8545454545454545,0.8122332859174964,0.5595238095238095,0.8331207970704579,0.5090758314495357,0.9060649165912324,,,
1,0.6946902654867256,0.44537815126050423,0.9464285714285714,0.611764705882353,0.6057142857142858,0.7609149733305657,0.48265599663908804,0.8574579831932773,,,
all,0.8890510948905109,0.4051355206847361,0.5978947368421053,0.9166833166833167,0.48299319727891155,0.740324341350411,0.43348351004520824,0.8824695304695305,0.9073684210526316,0.0015984941600706176,0.965077399380805
