developer,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9312401883830456,0.7326039886039886,0.3428571428571428,0.9879518072289156,0.4670258268847749,0.5818214282587739,0.4715718220329526,0.948580034423408,,,,,,,,,,,,,,
3,0.9252857142857142,0.4710557951533561,0.37,0.968,0.4143457249545582,0.5983997518422256,0.3782430573482694,0.8765830769230769,,,,,,,,,,,,,,
all,0.9075547445255476,0.4674465707635423,0.4757894736842105,0.9485314685314684,0.4715395490067696,0.6717835079117853,0.4209374472124863,0.8880711709343287,0.7789473684210526,0.0118835311278565,0.9238479989900265,0.9070802919708032,0.4648978250267819,0.4757894736842105,0.948011988011988,0.4702521744970802,0.6715953823951502,0.4193856316427828,0.88804331107489,0.7820350877192982,0.0118019439302783,0.9237746211329133
new_all,0.927147766323024,0.5362916360153592,0.3602564102564102,0.9741626794258376,0.4309221031604439,0.5923228599121104,0.4025530257736421,0.9025354762196868,,,,,,,,,,,,,,
other,0.8959628231193726,0.4484507305134784,0.5322884012539185,0.9330985915492958,0.4867329992779152,0.7047511883618356,0.4313084362949212,0.8828334784999537,,,,,,,,,,,,,,
