project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9106076210092688,0.3845851700030028,0.4095693779904305,0.9493343195266272,0.3966502965820462,0.6235070248004676,0.348652695788668,0.8672255881770052,,,,,,,,,,,,,,
2,0.8716196136701339,0.5201107769423559,0.676923076923077,0.9020618556701032,0.5879968607171284,0.7813835570439233,0.5199639423262554,0.8778558211547903,,,,,,,,,,,,,,
3,0.940392826643894,0.556534721497408,0.4649350649350648,0.9738574040219378,0.506444617019317,0.6728521061521704,0.4772761979621929,0.9170706806904249,,,,,,,,,,,,,,
4,0.8705394190871371,0.5268055840222268,0.4489795918367346,0.93664,0.4847292878289904,0.6484644175961827,0.4129910203846308,0.9057991836734692,,,,,,,,,,,,,,
all,0.9068978102189782,0.4640946226661727,0.4778947368421052,0.9476123876123876,0.470860393376185,0.6729350588234115,0.4199065787938057,0.8880982596351018,0.7781052631578947,0.0119521870780736,0.923166266885494,0.9070802919708032,0.4648978250267819,0.4757894736842105,0.948011988011988,0.4702521744970802,0.6715953823951502,0.4193856316427828,0.88804331107489,0.7820350877192982,0.0118019439302783,0.9237746211329133
