project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8839684174390663,0.3242506811989101,0.569377990430622,0.908284023668639,0.4131944444444444,0.7191362403165962,0.37147959248136964,0.8692650972509274,,,
2,0.8647845468053492,0.5,0.6703296703296703,0.8951890034364262,0.5727699530516432,0.7746429819964069,0.5019649853110878,0.8801593595408028,,,
3,0.9205807002561913,0.44029850746268656,0.7662337662337663,0.9314442413162706,0.5592417061611374,0.8448100550185935,0.5432094035120063,0.9303520976281487,,,
4,0.8450899031811895,0.44166666666666665,0.5408163265306123,0.8928,0.48623853211009177,0.6948674811260999,0.39894166265005415,0.8810285714285714,,,
all,0.8843065693430657,0.39300134589502017,0.6147368421052631,0.9098901098901099,0.4794745484400657,0.7478923537626635,0.4311747741871118,0.8877495136442506,0.7663157894736842,0.01278795328056494,0.9109960863527333
