developer,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9199372056514914,0.5637300090788463,0.4107142857142857,0.9690189328743546,0.4746898076904465,0.6307575513983978,0.4391512527994657,0.9179001721170396,,,,,,,,,,,,,,
3,0.9095714285714288,0.3650704099821746,0.36,0.951846153846154,0.3624664766548441,0.5852156031343911,0.3138445934699034,0.8621784615384616,,,,,,,,,,,,,,
all,0.8955839416058394,0.4175240953293584,0.5174736842105263,0.9314685314685316,0.4621234791620957,0.6942590294071311,0.4079189646636615,0.8746441348125558,0.7482105263157894,0.0131717170874017,0.901628582249716,0.8957907542579076,0.4186438726896944,0.519578947368421,0.9314951714951716,0.4636486531394667,0.6956808996231332,0.4096111588579382,0.8741694656220972,0.7578947368421053,0.0127062269625201,0.9068272420284469
new_all,0.9128129602356406,0.4229450677951892,0.3782051282051282,0.957150451887294,0.3992453939328773,0.6015480121760024,0.3530876474325736,0.8809914257282678,,,,,,,,,,,,,,
other,0.8853906476909671,0.4159765525482387,0.5855799373040752,0.9160051216389244,0.486381884683028,0.7323780311704421,0.4318429071497241,0.873310079915228,,,,,,,,,,,,,,
