style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,project,R20E,E20R,Popt
0.0,0.9266494655363067,0.35172413793103446,0.3269230769230769,0.9632381697301525,0.3388704318936877,0.5611637784621656,0.3003209028281944,0.8372065621772309,,,,
2.0,0.8969907407407407,0.43455497382198954,0.5424836601307189,0.9314285714285714,0.48255813953488375,0.7108338628532677,0.4293686137899377,0.8827554725593941,,,,
3.0,0.7982779827798278,0.392,0.8909090909090909,0.7837837837837838,0.5444444444444444,0.8356315565367899,0.500098931912129,0.9096728307254622,,,,
1.0,0.6637168141592921,0.4180327868852459,0.9107142857142857,0.5823529411764706,0.5730337078651685,0.7282562343414184,0.4270984802594643,0.8375,,,,
,0.8874087591240876,0.3997175141242938,0.5957894736842105,0.9150849150849151,0.47844463229078615,0.7383752162246523,0.42854470209873846,0.8791410694568589,all,0.9010526315789473,0.0015264993186575153,0.9614860681114551
