style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,project,R20E,E20R,Popt
0.0,0.92480648728345,0.3736842105263158,0.4551282051282051,0.9534610872115761,0.41040462427745666,0.658746562254553,0.3727170144031715,0.8416037423663548,,,,
2.0,0.8865740740740741,0.39408866995073893,0.5228758169934641,0.9219047619047619,0.449438202247191,0.6942922335523546,0.39241795429109316,0.877356572258533,,,,
3.0,0.8241082410824109,0.4260089686098655,0.8636363636363636,0.817923186344239,0.5705705705705706,0.8404690395179387,0.5225157373366301,0.9249709039182723,,,,
1.0,0.7212389380530974,0.4690265486725664,0.9464285714285714,0.6470588235294118,0.6272189349112426,0.7825566803645556,0.5124500385567423,0.8933823529411764,,,,
,0.8894160583941606,0.4101508916323731,0.6294736842105263,0.9140859140859141,0.49667774086378735,0.758546655140346,0.45033918276482576,0.885835007098165,all,0.9052631578947369,0.0016287528615340954,0.9606191950464398
