project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8772399588053552,0.3106581862086239,0.582775119617225,0.9,0.405234491963799,0.7242100039683563,0.3650576936846382,0.8674796863055972,,,
2,0.8570579494799405,0.4803352362127634,0.6857142857142857,0.8838487972508592,0.5647838345699745,0.7784584647345096,0.4935047705668974,0.872191382500661,,,
3,0.9187019641332194,0.4333925218304383,0.7636363636363637,0.9296160877513712,0.5528415785607542,0.8425210792956023,0.5368535430510832,0.9266126926090363,,,
4,0.8232365145228215,0.3970502253136285,0.5857142857142856,0.8604800000000001,0.47324950015558487,0.7098696623795778,0.3818855154641058,0.8732604081632653,,,
all,0.8764963503649635,0.37434361477013167,0.632421052631579,0.8996603396603398,0.4702719206037253,0.7542846004228096,0.42345139826395445,0.8853681476418318,0.7642105263157895,0.0131535618665236,0.9090013887135461
