project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
0,0.8967194987099152,0.2560942813182835,0.4179487179487179,0.9259288228392648,0.3175759765215087,0.6219552622731165,0.2745206495039156,0.8439091282853504,,,,,,,,,,,,,,
1,0.8079646017699116,0.5801738502160443,0.8178571428571428,0.8047058823529412,0.6787260121105684,0.8112427392119003,0.5638780201877337,0.855735294117647,,,,,,,,,,,,,,
2,0.9092592592592592,0.4844030294155328,0.3686274509803921,0.9617777777777778,0.418485418191939,0.5954048575840505,0.3744212281875799,0.8858827679219836,,,,,,,,,,,,,,
3,0.845510455104551,0.454670155167807,0.7109090909090909,0.8665718349928877,0.5545830458819399,0.7848256186600158,0.4836415997249068,0.891653950601319,,,,,,,,,,,,,,
all,0.8894160583941606,0.3947425078325687,0.5170526315789473,0.9247552447552448,0.447670364489203,0.6914490530352271,0.3918302868026541,0.8760405909879594,0.8088421052631579,0.0103833255773672,0.9338214871859613,0.8885036496350365,0.3905952975439065,0.5108771929824562,0.9243423243423244,0.4426827334811871,0.6871536630958421,0.3862331467051016,0.8756737578211262,0.807578947368421,0.0104456515463586,0.9336952404999369
