project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8856848609680742,0.32967032967032966,0.5741626794258373,0.9097633136094675,0.418848167539267,0.7227393318377935,0.3776763819912429,0.8796555165482292,,,
2,0.8528974739970282,0.47058823529411764,0.7032967032967034,0.8762886597938144,0.5638766519823789,0.785041989685441,0.4935634606732175,0.875571164230958,,,
3,0.9120409906063194,0.4015151515151515,0.6883116883116883,0.9277879341864717,0.507177033492823,0.7991290755410567,0.482847766560387,0.9210570051520692,,,
4,0.8616874135546335,0.49264705882352944,0.6836734693877551,0.8896,0.5726495726495726,0.779869167468074,0.5021418117132864,0.904195918367347,,,
all,0.8841240875912408,0.3958333333333333,0.64,0.9072927072927073,0.4891391794046661,0.7620153099953654,0.4435935839741256,0.895989063568011,0.7810526315789473,0.011165460840023289,0.9223582880949375
