project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8891177480260899,0.3333333333333333,0.5454545454545454,0.915680473372781,0.41379310344827586,0.7067263093908088,0.3696923802142747,0.8781355284391722,,,
2,0.8796433878157504,0.5416666666666666,0.7142857142857143,0.9054982817869416,0.6161137440758294,0.8042291259278493,0.5536934138041815,0.8882783882783883,,,
3,0.92399658411614,0.4491525423728814,0.6883116883116883,0.9405850091407678,0.5435897435897435,0.8046214362309437,0.5178191988411739,0.9290818870343551,,,
4,0.8686030428769018,0.5132743362831859,0.5918367346938775,0.912,0.5497630331753555,0.7346802719828649,0.4749399869340669,0.9009142857142858,,,
all,0.8927007299270073,0.4184704184704185,0.6105263157894737,0.9194805194805195,0.4965753424657534,0.7492443219662281,0.448675117500943,0.8975891476944109,0.7894736842105263,0.01162873199346412,0.928165635652064
