project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc
1,0.8966700995537247,0.3114754098360656,0.36363636363636365,0.9378698224852071,0.3355408388520971,0.5839893593318312,0.28086880971870537,0.8581668837235639
2,0.8338278931750742,0.4647887323943662,0.6470588235294118,0.8671328671328671,0.5409836065573771,0.7490567220515939,0.4518800478831117,0.8380638968874262
3,0.8333333333333334,0.3709677419354839,0.575,0.8682432432432432,0.45098039215686275,0.7065690800373767,0.3700384464892567,0.8642736486486486
4,0.9274124679760888,0.45652173913043476,0.5454545454545454,0.9542961608775137,0.4970414201183432,0.721474309078613,0.4603655362831697,0.9069659773498896
5,0.7887323943661971,0.45121951219512196,0.5522388059701493,0.84375,0.4966442953020134,0.6826063964960433,0.36764469595149396,0.81643864013267
6,0.9293478260869565,0.7777777777777778,0.22580645161290322,0.9940652818991098,0.35,0.4737788027943191,0.39536363301924127,0.9381640662391117
all,0.8906934306569343,0.3892857142857143,0.4589473684210526,0.9316683316683316,0.421256038647343,0.6539011615377459,0.3628456958974275,0.8716967243283033
