project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9062135255750086,0.3690260676453691,0.4325358851674641,0.9428254437869824,0.3982254288383747,0.638572247456348,0.3490307478652513,0.8651857252059681,,,,,,,,,,,,,,
2,0.8528974739970282,0.4699898322863098,0.6835164835164835,0.8793814432989692,0.5569178625497977,0.7752536054375501,0.4843049407056502,0.8837052981382879,,,,,,,,,,,,,,
3,0.9311699402220326,0.4763863549786359,0.4753246753246752,0.9632541133455212,0.4756912304818406,0.6764516049109638,0.4389580533974382,0.9068947505876208,,,,,,,,,,,,,,
4,0.8481327800829875,0.4439361969883612,0.4775510204081632,0.90624,0.4600584099490571,0.65771205718632,0.3722236877133113,0.8810612244897958,,,,,,,,,,,,,,
all,0.8973357664233577,0.4217779385574222,0.4968421052631578,0.9353446553446552,0.4562197167855477,0.6816946583941123,0.4016064204789171,0.8824883747831116,0.7764210526315789,0.0122791897345789,0.9212725665951268,0.8972627737226277,0.421635101511862,0.4978245614035088,0.935171495171495,0.456547203016051,0.6823013923987036,0.4019483012053592,0.8824885290148448,0.7790877192982455,0.01202140646618,0.9220035664363088
