developer,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9290423861852434,0.6201736099954804,0.5,0.97039586919105,0.5530826685040172,0.696318534974964,0.5188858495969804,0.9345893779198426,,,,,,,,,,,,,,
3,0.9172857142857144,0.4033471321182164,0.322,0.963076923076923,0.35769539523888,0.5568366770665165,0.3166028216123012,0.8500076923076924,,,,,,,,,,,,,,
all,0.8886861313868613,0.3914983051074191,0.512,0.9244355644355644,0.4436779828397107,0.6879714480730014,0.387340213516426,0.8757453493874546,0.8063157894736841,0.0106946771813914,0.9334932458022976,0.8885036496350365,0.3905952975439065,0.5108771929824562,0.9243423243423244,0.4426827334811871,0.6871536630958421,0.3862331467051016,0.8756737578211262,0.807578947368421,0.0104456515463586,0.9336952404999369
new_all,0.9209621993127148,0.4812644839356507,0.3858974358974358,0.965337586390218,0.4279702400178378,0.6102981217335763,0.3890019555287325,0.8827253643043116,,,,,,,,,,,,,,
other,0.8695904734243391,0.3689875962524936,0.5736677115987461,0.8998079385403329,0.4490916661083693,0.7184466829535131,0.3909639901979481,0.87414605902729,,,,,,,,,,,,,,
