style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
0,0.9278289716181348,0.3506725303927636,0.2987179487179486,0.9662104028157998,0.3224653390990514,0.5371296271234598,0.2857177647493262,0.8284036781885824,,,,,,,,,,,,,,
1,0.7088495575221239,0.4581557703971931,0.95,0.6294117647058823,0.6180880022330209,0.7731821355706188,0.5006693933808275,0.880735294117647,,,,,,,,,,,,,,
2,0.906712962962963,0.4696700928381963,0.4013071895424837,0.9558095238095238,0.43249443276449,0.6192618634321353,0.383608788473173,0.8802215997510116,,,,,,,,,,,,,,
3,0.8179581795817958,0.4108631374952567,0.7945454545454546,0.8216216216216216,0.5415929229532048,0.807956181631794,0.4795307067874426,0.8904332083279451,,,,,,,,,,,,,,
all,0.8958394160583941,0.4193084628725715,0.5233684210526316,0.9311888111888112,0.4655666315219912,0.6980993500714268,0.4117443157882867,0.8741088805930911,0.7772631578947368,0.0116813403978705,0.9173003095975232,0.8957907542579076,0.4186438726896944,0.519578947368421,0.9314951714951716,0.4636486531394667,0.6956808996231332,0.4096111588579382,0.8741694656220972,0.7578947368421053,0.0127062269625201,0.9068272420284469
