project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8764160659114315,0.3049422754843208,0.5645933014354066,0.9005177514792899,0.3959660090680443,0.7129834401734183,0.3536500411619308,0.8657976133178561,,,
2,0.7762258543833581,0.34650793958386394,0.7384615384615385,0.7821305841924399,0.4716648063098476,0.7599725674847773,0.39308431831616086,0.8579774177712324,,,
3,0.9362937660119556,0.5119356833642548,0.6987012987012987,0.9530164533820841,0.5906818904465962,0.8158803845398307,0.56510916408161,0.9189486929889125,,,
4,0.8683264177040112,0.5124813792752414,0.5897959183673469,0.9120000000000001,0.548346742121072,0.7333312514490744,0.47337509268441497,0.8943151020408162,,,
all,0.8758394160583942,0.3714649987539588,0.624842105263158,0.8996603396603395,0.4659252134102855,0.7497488779931676,0.4181685853270312,0.8826351753509648,0.8134736842105262,0.00947493849136368,0.9360939275344021
