project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.8957088911774802,0.3320124463251496,0.447846889952153,0.9303254437869825,0.3812919069915478,0.6454169819953823,0.3300946630845069,0.8578858894142295,,,,,,,,,,,,,,
2,0.7961367013372957,0.3560317369183478,0.6263736263736264,0.822680412371134,0.4539161788280744,0.7178019030487452,0.3606824378594417,0.8482383595785657,,,,,,,,,,,,,,
3,0.9320239111870198,0.4846720544809789,0.5246753246753246,0.9606946983546616,0.5038052811596181,0.7099534204147422,0.4678499463400006,0.9077067356774852,,,,,,,,,,,,,,
4,0.8666666666666668,0.508418595136954,0.4918367346938775,0.92544,0.4998513986456451,0.6744216971034828,0.4231318986788112,0.8897012244897959,,,,,,,,,,,,,,
all,0.8874087591240876,0.3855450796917318,0.503578947368421,0.9238361638361638,0.4366998531146476,0.6820404881792981,0.379528939796225,0.8752353330879646,0.8075789473684211,0.0102589518803174,0.9337709885115516,0.8885036496350365,0.3905952975439065,0.5108771929824562,0.9243423243423244,0.4426827334811871,0.6871536630958421,0.3862331467051016,0.8756737578211262,0.807578947368421,0.0104456515463586,0.9336952404999369
