project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8949536560247168,0.3249097472924188,0.430622009569378,0.9308431952662722,0.37037037037037035,0.6331204998572887,0.318002399529419,0.8586304889442542,,,
2,0.8008915304606241,0.36129032258064514,0.6153846153846154,0.8298969072164949,0.45528455284552843,0.7146368231880474,0.36164805484727286,0.8488538952456479,,,
3,0.9350982066609735,0.5061728395061729,0.5324675324675324,0.9634369287020109,0.5189873417721519,0.7162394041897288,0.4843912398761293,0.9115601035162278,,,
4,0.8603042876901799,0.4842105263157895,0.46938775510204084,0.9216,0.47668393782383417,0.6577140374828873,0.3961636081360736,0.8871510204081633,,,
all,0.8874087591240876,0.3832236842105263,0.4905263157894737,0.9250749250749251,0.43028624192059095,0.6736271927603772,0.3723233313848369,0.8765428255954573,0.8147368421052632,0.010327607830534578,0.9361191768716072
