,codebert,plbart,graphcodebert,unixcoder,codet5,cct5
base,0.8143157894736842,0.8220350877192982,0.8185263157894737,0.8190877192982455,0.7978947368421053,0.807578947368421
Kmean,0.9006315789473683,0.9098947368421054,0.9077894736842106,0.9077894736842106,0.904,0.8130526315789475
developer,0.7747368421052632,0.784,0.7793684210526315,0.7810526315789473,0.7524210526315789,0.8084210526315789
project,0.7768421052631579,0.7869473684210526,0.7747368421052632,0.7873684210526315,0.7642105263157895,0.8122105263157895
