,codebert,plbart,graphcodebert,unixcoder,codet5,cct5
base,0.9326890202775108,0.9371079544662468,0.9336374197783088,0.9353368997696422,0.9201605753617802,0.9336952404999368
Kmean,0.9617337461300308,0.9660681114551082,0.9651764705882352,0.9664891640866872,0.9600495356037152,0.9354879434414846
developer,0.9208938265370532,0.9257164499431892,0.9200353490720868,0.921979548036864,0.9027143037495268,0.934402221941674
project,0.9184193914909734,0.9249589698270422,0.9174599166771872,0.9260699406640576,0.908319656609014,0.9358161848251484
