style,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
0,0.9222263177294509,0.3115413186751689,0.2923076923076922,0.9606570199452484,0.3015031988207571,0.5295418985790221,0.2605884282891878,0.8336487069181633,,,,,,,,,,,,,,
1,0.7088495575221239,0.4570927006522681,0.9285714285714284,0.6364705882352941,0.6125342676255455,0.7686681501302293,0.4880573333409757,0.8535924369747899,,,,,,,,,,,,,,
2,0.9050925925925926,0.4605425420425225,0.4209150326797385,0.9521269841269842,0.4397399245708399,0.6328858927610314,0.3885412596136737,0.8774121796866895,,,,,,,,,,,,,,
3,0.8036900369003691,0.3908894147655542,0.8072727272727273,0.8031294452347083,0.5266797674855481,0.8051454916906635,0.4653073376548767,0.8870942713047976,,,,,,,,,,,,,,
all,0.8904379562043795,0.3999912561032706,0.5279999999999999,0.9248351648351648,0.4551560122931409,0.698766516464128,0.4002590765356292,0.8739625847836374,0.7827368421052632,0.0117314237658101,0.923467492260062,0.8904987834549879,0.399740223653785,0.5246315789473684,0.9252214452214452,0.4537275446385644,0.6966876639130221,0.3986267480468849,0.8730037120773964,0.7785263157894736,0.0127659792028813,0.9203040864449754
