project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8970133882595263,0.31275720164609055,0.36363636363636365,0.9382396449704142,0.336283185840708,0.5841044878414429,0.28173857803531654,0.8580695620169304,,,
2,0.8276374442793462,0.4161073825503356,0.6813186813186813,0.8505154639175257,0.5166666666666667,0.7612306314891928,0.4380257355664724,0.8550658963030098,,,
3,0.9231426131511529,0.42857142857142855,0.5064935064935064,0.9524680073126143,0.4642857142857143,0.6945637917762837,0.42491075036418335,0.9002350483154871,,,
4,0.8575380359612724,0.4725274725274725,0.4387755102040816,0.9232,0.455026455026455,0.6364570299874204,0.3735536636533695,0.8753795918367346,,,
all,0.8888686131386861,0.3832752613240418,0.4631578947368421,0.9292707292707293,0.4194470924690181,0.6560480733982845,0.3605701787395487,0.8702085283137915,0.7663157894736842,0.013305481415940283,0.9159197071076883
