developer,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9255886970172684,0.6094806720416477,0.4285714285714285,0.9734939759036144,0.5031140059160205,0.6458090746244043,0.472718360058788,0.9242500614703714,,,,,,,,,,,,,,
3,0.9041428571428572,0.3006006383191145,0.258,0.953846153846154,0.2776559573399091,0.4959843067501041,0.2274139880927272,0.8591246153846154,,,,,,,,,,,,,,
all,0.8915328467153284,0.392448679802413,0.4581052631578947,0.9326673326673328,0.4227224024943905,0.6536451284037479,0.3645973782572268,0.8732426731163573,0.7713684210526316,0.0134046047483206,0.9191011235955056,0.8916058394160583,0.3941621109422035,0.4661052631578946,0.931988011988012,0.4270816338763081,0.6590550937623839,0.3692904930931708,0.872847265015686,0.7743157894736843,0.0128851358824375,0.9193556869441775
new_all,0.9108492881688758,0.3977706008585192,0.3192307692307692,0.9599149388623072,0.3541688539905316,0.5535266068823101,0.3090669694447173,0.8822700691121744,,,,,,,,,,,,,,
other,0.8801045599767644,0.3909417874718832,0.5260188087774295,0.9162612035851472,0.4484779916866417,0.694230649891,0.3882033554843266,0.8704261476525152,,,,,,,,,,,,,,
