project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8726398901476141,0.2989070850487903,0.5760765550239235,0.8955621301775147,0.39358486246764796,0.7182374777612022,0.3526012567357061,0.8632074403329464,,,
2,0.84962852897474,0.4625849285695833,0.6901098901098901,0.8745704467353953,0.5538555631845309,0.7768349458829482,0.48120686264337686,0.8642762735546242,,,
3,0.9238257899231426,0.4480020529544372,0.6649350649350649,0.9420475319926874,0.5350023169867688,0.7914126159603704,0.5069258858339999,0.9194757710297015,,,
4,0.8539419087136929,0.47131591629838354,0.6285714285714286,0.8892800000000001,0.5386428484497994,0.7475917299643748,0.4606761194198478,0.8781975510204083,,,
all,0.8782846715328467,0.37756581661473443,0.6231578947368421,0.9024975024975024,0.47021891843224595,0.7499254425527165,0.4224108737371017,0.8796943687891057,0.7747368421052632,0.013025431916878261,0.9174599166771872
