project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt
1,0.8902162718846549,0.3378619738303062,0.552153110047847,0.9163461538461538,0.4191957571509583,0.7112941556999172,0.37580681402737465,0.8759077461000538,,,
2,0.8264487369985141,0.41665979280208176,0.7032967032967032,0.8457044673539519,0.5231458729795838,0.7711966347376746,0.44739494414676295,0.8579811940636682,,,
3,0.896327924850555,0.35387881653289,0.6987012987012987,0.9102376599634369,0.4697777543085313,0.7973438506649785,0.44901909318570643,0.9138298630071938,,,
4,0.8345781466113417,0.4231421523280912,0.6061224489795919,0.8704000000000001,0.4983367336353262,0.7263205097875388,0.4123825597373636,0.8645485714285714,,,
all,0.8763503649635037,0.3714945768691875,0.616,0.9010589410589411,0.46346097429646615,0.7450147156520407,0.41470477057137567,0.8831473368736527,0.775578947368421,0.01302835344667474,0.918015402095695
