project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.8973566769653278,0.3140753566781328,0.3636363636363636,0.9386094674556212,0.3370367829793624,0.5842195392478634,0.2826243907720452,0.8590034965034965,,,,,,,,,,,,,,
2,0.8439821693907875,0.4492198056662909,0.665934065934066,0.8718213058419243,0.5361409268246266,0.7618695023272544,0.4594499568494019,0.8589894641441033,,,,,,,,,,,,,,
3,0.92467976088813,0.4406233744057909,0.535064935064935,0.9521023765996344,0.4831302391282378,0.7136775026393656,0.4454440112620387,0.9022887532942376,,,,,,,,,,,,,,
4,0.8589211618257261,0.479165114351344,0.4591836734693877,0.9216,0.4687907763352066,0.6504669351968106,0.3877311541328599,0.8722448979591837,,,,,,,,,,,,,,
all,0.8915693430656934,0.39461212897156,0.4690526315789473,0.9316683316683316,0.4285913812094818,0.6610566994043425,0.3708905156019534,0.8713543298806457,0.7692631578947369,0.0135673756941241,0.9172074233051384,0.8916058394160583,0.3941621109422035,0.4661052631578946,0.931988011988012,0.4270816338763081,0.6590550937623839,0.3692904930931708,0.872847265015686,0.7743157894736843,0.0128851358824375,0.9193556869441775
