project,accuracy,precision,recall,recall0,f1,gmean,mcc,auc
1,0.9125295508274232,0.32075471698113206,0.3090909090909091,0.95448798988622,0.3148148148148148,0.5431607133347239,0.2681672247656755,0.8564532812320423
2,0.888243831640058,0.3318777292576419,0.4935064935064935,0.9200209095661265,0.3968668407310705,0.6738221523760063,0.34596458557650034,0.8729981466520933
3,0.857566765578635,0.5272727272727272,0.5686274509803921,0.9090909090909091,0.5471698113207547,0.7189812559071418,0.4632699583941709,0.8374468668586316
4,0.9066666666666666,0.6571428571428571,0.71875,0.9378238341968912,0.6865671641791045,0.821012107601962,0.6327416056329839,0.9340997409326424
5,0.8108108108108109,0.21739130434782608,0.625,0.8252427184466019,0.3225806451612903,0.7181759526948296,0.28727977348363903,0.8300970873786407
6,0.9214346712211785,0.43243243243243246,0.6233766233766234,0.9424131627056673,0.5106382978723404,0.7664713531457933,0.4787344764230979,0.9190626558085424
7,0.7887323943661971,0.45121951219512196,0.5522388059701493,0.84375,0.4966442953020134,0.6826063964960433,0.36764469595149396,0.81643864013267
8,0.8804347826086957,0.19047619047619047,0.12903225806451613,0.9495548961424333,0.15384615384615385,0.35003315900850773,0.0940963928010969,0.8872403560830862
all,0.8894160583941606,0.3924466338259442,0.5031578947368421,0.926073926073926,0.44095940959409596,0.6826136586782003,0.3842581125804532,0.8784394552815605
