developer,accuracy,precision,recall,recall0,f1,gmean,mcc,auc,R20E,E20R,Popt,0,1,2,3,4,5,6,7,8,9,10
1,0.9199372056514914,0.550498356129852,0.475,0.9628227194492254,0.5095488369128299,0.6752982709432704,0.4679904557261533,0.9278952544873372,,,,,,,,,,,,,,
3,0.9055714285714286,0.3452641218394385,0.358,0.9476923076923076,0.3514659364723555,0.5824478895928689,0.3006532176621111,0.8414092307692307,,,,,,,,,,,,,,
all,0.8908029197080293,0.4004585908438335,0.5221052631578947,0.9257942057942058,0.4532400324033886,0.6952391184332805,0.3980470530476178,0.8738608339029392,0.776,0.0131677521541064,0.9193031182931448,0.8904987834549879,0.399740223653785,0.5246315789473684,0.9252214452214452,0.4537275446385644,0.6966876639130221,0.3986267480468849,0.8730037120773964,0.7785263157894736,0.0127659792028813,0.9203040864449754
new_all,0.9100638193421698,0.410476200875165,0.3999999999999999,0.9523657628920787,0.4050798221415763,0.6170954467092055,0.3565357528364785,0.874194713668398,,,,,,,,,,,,,,
other,0.8794074934650015,0.3972157785550251,0.5818181818181818,0.9097951344430216,0.4720752924039338,0.7275451370249335,0.416205060674011,0.8743251759058197,,,,,,,,,,,,,,
